line_number,log_level,content_type,priority,manual_annotation_needed,original_log,category,message
13204,UNKNOWN,connection_issue,2,True,"2025-07-25T00:30:10.305443,Parameter 0 of constructor in com.example.demo.custom.CustomPGClient required a bean of type 'com.example.demo.custom.CustomPGConnectionDetails' that could not be found.,unknown,github_issue,spring-projects/spring-boot,45010,Use thread's context class loader for spring factories loader on connection details factory,https://github.com/spring-projects/spring-boot/issues/45010",connection_issue,13204
5113,INFO,connection_issue,2,True,"2025-07-25T00:13:03.295651,""2025-06-17 09:57:11.828 INFO  --- [tomcat-handler-77] - [request-method=GET, request-uri=/v1/api/*, x-correlation-id=*, applicationName=imt-service] - i.p.g.s.j.c.c.SslJwtPerformanceEventListener : Starting TCP connection to api.*.com",connection_issue,5113
2259,UNKNOWN,connection_issue,2,True,if (GlobalOpenTelemetry.get() != OpenTelemetry.noop() && otlpTracingConnectionDetails.isEmpty()) {,connection_issue,2259
9382,UNKNOWN,connection_issue,2,True,"override fun doResolveAll(address: InetSocketAddress?, promise: Promise<MutableList<InetSocketAddress>>?) {",connection_issue,9382
23395,UNKNOWN,connection_issue,2,True,import java.net.InetSocketAddress;,connection_issue,23395
11481,UNKNOWN,connection_issue,2,True,- rSocketAuthenticationManagerPostProcessor: defined by method 'rSocketAuthenticationManagerPostProcessor' in class path resource [org/springframework/security/config/annotation/rsocket/ReactiveObservationConfiguration.class],connection_issue,11481
19066,UNKNOWN,connection_issue,2,True,"2025-07-25T00:40:58.306415,> We cannot do that as there are many users relying on the current behavior.,unknown,github_issue,spring-projects/spring-boot,44382,Documentation bug: Inconsistency in Mongo connection setup,https://github.com/spring-projects/spring-boot/issues/44382",connection_issue,19066
9359,UNKNOWN,connection_issue,2,True,return object : AddressResolverGroup<InetSocketAddress>() {,connection_issue,9359
21370,UNKNOWN,connection_issue,2,True,<connection/>,connection_issue,21370
1998,UNKNOWN,connection_issue,2,True,Connection: close,connection_issue,1998
23158,UNKNOWN,connection_issue,2,True,public Duration getOrDefaultReadTimeout() {,connection_issue,23158
10332,UNKNOWN,connection_issue,2,True,"2025-07-25T23:40:51.106116,Please note that the network inspection capabilities are in active development.,unknown,github_issue,jhipster/generator-jhipster,27494,chore(deps): update dependency node to v20.18.0,https://github.com/jhipster/generator-jhipster/pull/27494",connection_issue,10332
3125,UNKNOWN,connection_issue,2,True,"2025-07-25T01:33:30.660577,""<li>Suppress &quot;Unable to rollback against JDBC Connection&quot; in case of timeout (connection closed) <a href=""""https://redirect.github.com/spring-projects/spring-framework/issues/34714"""">#34714</a></li>"",unknown,github_issue,spring-projects/spring-security,16959,Bump org.springframework:spring-framework-bom from 6.2.5 to 6.2.6,https://github.com/spring-projects/spring-security/pull/16959",connection_issue,3125
13175,UNKNOWN,connection_issue,2,True,"Additionally, I extended `DockerComposeProperties` with a new flag (defaulting to `false`) that reflects this setting. The `DockerComposeServiceConnectionsApplicationListener` now uses this flag when creating the `ConnectionDetailsFactories`.",connection_issue,13175
13207,UNKNOWN,connection_issue,2,True,"2025-07-25T00:30:10.305626,import org.springframework.stereotype.Service;,unknown,github_issue,spring-projects/spring-boot,45010,Use thread's context class loader for spring factories loader on connection details factory,https://github.com/spring-projects/spring-boot/issues/45010",connection_issue,13207
1458,UNKNOWN,connection_issue,2,True,"2025-07-25T01:28:40.587357,""When configuring WebSocket message security via Spring Security's XML support, a `CsrfChannelInterceptor` is configured but the default CSRF handler in the web layer is generated by the `XorCsrfTokenRequestAttributeHandler`, so STOMP `CONNECT` messages that present the XOR'd CSRF value are rejected as a mismatch."",unknown,github_issue,spring-projects/spring-security,17260,<websocket-message-broker> should use XorCsrfChannelInterceptor by default,https://github.com/spring-projects/spring-security/issues/17260",connection_issue,1458
1109,UNKNOWN,connection_issue,2,True,"2025-07-25T00:03:29.925920,""if (connectionFactory instanceof org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory) {",connection_issue,1109
19068,UNKNOWN,connection_issue,2,True,"For long term, you should consider breaking change to implementation that fragment overrides whole - it is IMHO more logical than current implementation when one fragment out of many overrides whole but others not"",unknown,github_issue,spring-projects/spring-boot,44382,Documentation bug: Inconsistency in Mongo connection setup,https://github.com/spring-projects/spring-boot/issues/44382",connection_issue,19068
7401,UNKNOWN,connection_issue,2,True,"2025-07-25T00:16:42.540911,""On comparing the source code for both the jars, it seems that the functionality to cache in JarFileUrlKey is not present in 3.1.x. but present in 3.3.x. So based on the profiler results I assumed the caching mechanism might be causing an issue."",unknown,github_issue,spring-projects/spring-boot,45790,Enable/disable JarFile caching in JarUrlConnection,https://github.com/spring-projects/spring-boot/issues/45790",connection_issue,7401
13185,UNKNOWN,connection_issue,2,True,"That being said, this stuff is quite hard to test so please let me know if you find things still aren't working as expected."",unknown,github_issue,spring-projects/spring-boot,45014,ConnectionDetailsFactories should use the context class loader to load factories,https://github.com/spring-projects/spring-boot/pull/45014",connection_issue,13185
15713,UNKNOWN,connection_issue,2,True,"2025-07-25T00:35:14.083617,org.springframework.boot.ignore: true # Ignore third_party_service_database for application JDBC connection,unknown,github_issue,spring-projects/spring-boot,44711,spring-boot-docker-compose: ignore healthchecks for services labeled with org.springframework.boot.ignore,https://github.com/spring-projects/spring-boot/issues/44711",connection_issue,15713
9938,UNKNOWN,connection_issue,2,True,"2025-07-25T01:44:20.462930,or using @Qualifier to identify the bean that should be consumedEnsure that your compiler is configured to use the '-parameters' flag.You may need to update both your build tool settings as well as your IDE.(See https://github.com/spring-projects/spring-framework/wiki/Upgrading-to-Spring-Framework-6.x#parameter-name-retention)`,unknown,github_issue,spring-projects/spring-security,16299, Bean Conflict Between `webSocketAuthorizationManagerPostProcessor` and `objectPostProcessor` in Spring Security Configuration,https://github.com/spring-projects/spring-security/issues/16299",connection_issue,9938
21051,INFO,connection_issue,2,True,[INFO] |  +- org.htmlunit:htmlunit-websocket-client:jar:4.6.0:test,connection_issue,21051
22857,UNKNOWN,connection_issue,2,True,"2025-07-25T00:46:25.877437,""You can't set a property to null in `application.properties`. What you've done instead is set them to the string `""""null""""`. This means that you're still ignoring the `JdbcConnectionDetails`. If the connection details are available, you should use them instead of the properties as they are intended to override any property-based configuration.",connection_issue,22857
2624,DEBUG,connection_issue,2,True,2025-07-23T15:09:00.388+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : connectionTestQuery.............none,connection_issue,2624
12249,UNKNOWN,connection_issue,2,True,+import org.springframework.web.socket.config.annotation.EnableWebSocket;,connection_issue,12249
2577,DEBUG,connection_issue,2,True,2025-07-23T15:09:02.110+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Attempting to create/setup new connection (5e63014a-1b2e-41ec-946a-aef813a33000),connection_issue,2577
9370,UNKNOWN,connection_issue,2,True,"?.let { InetSocketAddress(it, port) }",connection_issue,9370
11486,UNKNOWN,connection_issue,2,True,"2025-07-25T01:46:32.314175,""Consider marking one of the beans as @Primary, updating the consumer to accept multiple beans, or using @Qualifier to identify the bean that should be consumed"",unknown,github_issue,spring-projects/spring-security,16161,Resolve ObjectPostProcessor collisions between RSocket and WebFlux security configuration,https://github.com/spring-projects/spring-security/issues/16161",connection_issue,11486
8635,UNKNOWN,connection_issue,2,True,"java.security.Security.setProperty(""""networkaddress.preferIPv6Addresses"""", """"true"""")",connection_issue,8635
15632,UNKNOWN,connection_issue,2,True,socket.connection.setup.timeout.ms = 10000,connection_issue,15632
22403,UNKNOWN,connection_issue,2,True,"2025-07-25T02:07:21.565389,""<li><em>content-aggregator</em>: Clear timeout and keep-alive settings on git HTTP connections that don't use custom agent (<a href=""""https://gitlab.com/antora/antora/issues/1101"""">#1101</a>)</li>"",unknown,github_issue,spring-projects/spring-security,14854,Bump antora from 3.2.0-alpha.2 to 3.2.0-alpha.4,https://github.com/spring-projects/spring-security/pull/14854",connection_issue,22403
2977,UNKNOWN,connection_issue,2,True,"2025-07-25T23:05:09.825110,""* **Transaction/Commit timing (Less likely, but possible):** Investigate if there's a subtle timing issue related to transaction commits that affects Liquibase's schema inspection. Even though `ddl-auto=update` creates the tables, perhaps Liquibase is running the diff at a point where those changes are not yet visible to its connection."",unknown,github_issue,jhipster/generator-jhipster,29330,The ./gradlew liquibaseDiffChangelog -PrunList=diffLog command doesn't generate the changesets,https://github.com/jhipster/generator-jhipster/issues/29330",connection_issue,2977
20464,DEBUG,connection_issue,2,True,"DEBUG 3733950 - o.apac.hc.clie.http.wire                                     : http-outgoing-0 << """"Keep-Alive: timeout=60[\r][\n]""""",connection_issue,20464
2667,DEBUG,connection_issue,2,True,2025-07-23T15:09:01.774+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Attempting to create/setup new connection (acef92bd-e8f1-4692-964b-aaa99431f12c),connection_issue,2667
15770,DEBUG,connection_issue,2,True,2025-03-13T11:15:30.089+02:00 DEBUG 57764 --- [nnection closer] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Closing connection org.postgresql.jdbc.PgConnection@36bd60ef: (connection evicted),connection_issue,15770
7579,UNKNOWN,connection_issue,2,True,.connectTimeout(Duration.ofMinutes(5)),connection_issue,7579
3262,UNKNOWN,connection_issue,2,True,"2025-07-25T01:34:09.811600,""I believe what is often missed is the fact that in a high-security environment we cannot just add CAs at the JVM level. In such an environment a CA is often only applicable for a specific outbound http connection, it must not apply to _any_ outbound http connection that the application makes."",unknown,github_issue,spring-projects/spring-security,16920,Support custom CAs in oauth login,https://github.com/spring-projects/spring-security/issues/16920",connection_issue,3262
7595,UNKNOWN,connection_issue,2,True,"@Profile(""""my-connectTimeout-customizer"""")",connection_issue,7595
13206,UNKNOWN,connection_issue,2,True,"2025-07-25T00:30:10.305529,""When defining our own `ConnectionDetails` and `ConnectionDetailsFactory` in a project that uses `spring-boot-devtools`, the `ConnectionDetails` instance created by the factory fails to be autowired. This happens because the class loader used by the factory differs from the one used to wire the bean."",unknown,github_issue,spring-projects/spring-boot,45010,Use thread's context class loader for spring factories loader on connection details factory,https://github.com/spring-projects/spring-boot/issues/45010",connection_issue,13206
23363,UNKNOWN,connection_issue,2,True,factory.setReadTimeout(properties.getReadTimeout());,connection_issue,23363
2691,DEBUG,connection_issue,2,True,2025-07-23T15:09:02.140+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@728a8664,connection_issue,2691
1105,UNKNOWN,connection_issue,2,True,import org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory;,connection_issue,1105
20470,DEBUG,connection_issue,2,True,"DEBUG 3733950 - o.apac.hc.clie.http.wire                                     : http-outgoing-0 >> """"Connection: keep-alive[\r][\n]""""",connection_issue,20470
18106,INFO,connection_issue,2,True,2025-02-28T15:46:42.291+08:00  INFO 34080 --- [hr-management] [           main] org.hibernate.orm.connections.pooling    : HHH10001005: Database info:,connection_issue,18106
7566,UNKNOWN,connection_issue,2,True,.connectTimeout(Duration.ofMinutes(5)),connection_issue,7566
6497,UNKNOWN,connection_issue,2,True,"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration,",connection_issue,6497
1780,UNKNOWN,connection_issue,2,True,"We have an existing pattern in Boot where we provide `*Configurer` classes as beans. These configurers can be used to define a custom bean that's largely configured as the auto-configuration would have done. `ArtemisConnectionFactoryFactory` is a bit like one of our existing public `*Configurer` classes in that it creates something using configuration properties. On the ActiveMQ side, we also have `ActiveMQConnectionFactoryConfigurer` although it's currently package-private."",unknown,github_issue,spring-projects/spring-boot,46365,Make it possible to inject desired subclass of ActiveMQConnectionFactory into the configuration,https://github.com/spring-projects/spring-boot/issues/46365",connection_issue,1780
5122,INFO,connection_issue,2,True,"2025-07-25T00:13:03.295743,""2025-06-17 09:57:11.828 INFO  --- [tomcat-handler-77] - [request-method=GET, request-uri=/v1/api/*, x-correlation-id=*, applicationName=imt-service] - i.p.g.s.j.c.c.SslJwtPerformanceEventListener : Starting TCP connection to api.*.com",connection_issue,5122
8835,UNKNOWN,connection_issue,2,True,val remoteAddress = connection.channel().remoteAddress(),connection_issue,8835
3678,UNKNOWN,connection_issue,2,True,"2025-07-25T00:09:43.413568,You DO NOT need to raise an issue for a managed dependency version upgrade as there's a semi-automatic process for checking managed dependencies for new versions before a release. BUT pull requests for upgrades that are more involved than just a version property change are still most welcome.,unknown,github_issue,spring-projects/spring-boot,46144,Create spring-boot-websocket module,https://github.com/spring-projects/spring-boot/issues/46144",connection_issue,3678
8964,UNKNOWN,connection_issue,2,True,".map { InetSocketAddress(it, inetSocketAddress.port) }",connection_issue,8964
5227,UNKNOWN,connection_issue,2,True,at app//org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:149),connection_issue,5227
8654,UNKNOWN,connection_issue,2,True,"override fun doResolve(address: InetSocketAddress?, promise: Promise<InetSocketAddress>?) {",connection_issue,8654
13178,UNKNOWN,connection_issue,2,True,"2025-07-25T00:30:07.639101,""Thanks very much for the PR @lengors. I think it's possible to argue that this is a bug, however, it feels a little risky to fix in a patch release so I'm keeping the target to 3.5."",unknown,github_issue,spring-projects/spring-boot,45014,ConnectionDetailsFactories should use the context class loader to load factories,https://github.com/spring-projects/spring-boot/pull/45014",connection_issue,13178
1806,UNKNOWN,connection_issue,2,True,"> those that do would be left with things no better than they are now."",unknown,github_issue,spring-projects/spring-boot,46365,Make it possible to inject desired subclass of ActiveMQConnectionFactory into the configuration,https://github.com/spring-projects/spring-boot/issues/46365",connection_issue,1806
19606,UNKNOWN,connection_issue,2,True,"2025-07-25T00:41:54.428221,""I'm not sure that I see the connection between your question and the Spring Data JPA documentation to which you've linked. `JpaBaseConfiguration` is a base class for auto-configuration of JPA infrastructure. There are no public concrete sub-classes of `JpaBaseConfiguration` so you'll have to sub-class it anyway. At that point, you could make your implementation of `getVendorProperties()` public if you wish."",unknown,github_issue,spring-projects/spring-boot,44327,Make getVendorProperties() in JpaBaseConfiguration public,https://github.com/spring-projects/spring-boot/issues/44327",connection_issue,19606
1788,UNKNOWN,connection_issue,2,True,"2025-07-25T00:05:14.695864,""If this is instead implemented properly by you, we could have a default class resolver bean in spring-boot that is marked with a fitting @ConditionalXxx annotation that allows us mortals to provide our own override."",unknown,github_issue,spring-projects/spring-boot,46365,Make it possible to inject desired subclass of ActiveMQConnectionFactory into the configuration,https://github.com/spring-projects/spring-boot/issues/46365",connection_issue,1788
9688,UNKNOWN,connection_issue,2,True,"The called method's class, com.mongodb.internal.connection.StreamFactoryHelper, is available from the following locations:",connection_issue,9688
15683,UNKNOWN,connection_issue,2,True,"> Ideally, when both, URI and authentication, are configured, `spring.data.mongodb.username` overrides what is specified through the connection string",connection_issue,15683
1676,UNKNOWN,connection_issue,2,True,"There's either a problem on the server side where it's sending a malformed response or there's a problem on the client side where it's failing to read a valid response. Given that the problem appears to occur with two different HTTP clients (the JDK's HttpURLConnection and the Apache HTTP client), a server-side problem would appear to be the most likely.",connection_issue,1676
16947,UNKNOWN,connection_issue,2,True,"2025-07-25T00:36:33.583360,""SpringBoot provides a default implementation of the `org.springframework.boot.ssl.SslManagerBundle` interface (`DefaultSslManagerBundle`) that allows to specify a `SslBundleKey` (referencing the private key within the associated `KeyStore`) to be used for establishing an SSL connection. This feature, added in SpringBoot 3.1.0, is really appreciable as it simplifies a lot the selection of the private key to be used during SSL handshake.",connection_issue,16947
3908,UNKNOWN,connection_issue,2,True,"be a solution, or there may be a way to solve it that you hadn't considered."",unknown,github_issue,spring-projects/spring-boot,46097,Create spring-boot-rsocket module,https://github.com/spring-projects/spring-boot/issues/46097",connection_issue,3908
5844,UNKNOWN,connection_issue,2,True,"2025-07-25T23:23:22.518478,""<li><strong>useTimeoutPoll</strong>: Only start by default at client  -  by <a href=""""https://github.com/antfu""""><code>@​antfu</code></a> <a href=""""https://github.com/vueuse/vueuse/commit/a5fb05cb""""><!-- raw HTML omitted -->(a5fb0)<!-- raw HTML omitted --></a></li>"",unknown,github_issue,jhipster/generator-jhipster,28372,build(deps): bump @vueuse/core from 12.2.0 to 12.3.0 in /generators/vue/resources,https://github.com/jhipster/generator-jhipster/pull/28372",connection_issue,5844
2669,DEBUG,connection_issue,2,True,2025-07-23T15:09:01.801+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@315a17c9,connection_issue,2669
15811,DEBUG,connection_issue,2,True,2025-03-13T11:15:30.089+02:00 DEBUG 57764 --- [nnection closer] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Closing connection org.postgresql.jdbc.PgConnection@b753c39: (connection evicted),connection_issue,15811
5123,INFO,connection_issue,2,True,"2025-06-17 09:57:11.838 INFO  --- [tomcat-handler-77] - [request-method=GET, request-uri=/v1/api/*, x-correlation-id=*, applicationName=imt-service] - i.p.g.s.j.c.c.SslJwtPerformanceEventListener : Starting SSL handshake"",unknown,github_issue,spring-projects/spring-boot,45978,Very Slow initial TCP connections with SpringBoot 3.4,https://github.com/spring-projects/spring-boot/issues/45978",connection_issue,5123
20279,DEBUG,connection_issue,2,True,"DEBUG 3733950 - o.apac.hc.clie.http.wire                                     : http-outgoing-0 << """"Connection: keep-alive[\r][\n]""""",connection_issue,20279
2597,DEBUG,connection_issue,2,True,"2025-07-23T15:09:02.488+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Connection not added, stats (total=10/10, idle=10/10, active=0, waiting=0)",connection_issue,2597
16378,UNKNOWN,connection_issue,2,True,"Reason: Failed to determine a suitable R2DBC Connection URL`"",unknown,github_issue,spring-projects/spring-boot,44658,SpringBoot Data PostgresSql R2DBC GraalVM native image can't connect to a database,https://github.com/spring-projects/spring-boot/issues/44658",connection_issue,16378
19933,INFO,connection_issue,2,True,[INFO] |  |  +- org.htmlunit:htmlunit-websocket-client:jar:4.6.0:compile,connection_issue,19933
2544,DEBUG,connection_issue,2,True,2025-07-23T15:09:00.501+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : validationTimeout...............5000,connection_issue,2544
12248,UNKNOWN,connection_issue,2,True,import org.springframework.security.config.annotation.web.socket.EnableWebSocketSecurity;,connection_issue,12248
13199,UNKNOWN,connection_issue,2,True,public CustomPGClient(final CustomPGConnectionDetails customPGConnectionDetails) {,connection_issue,13199
20284,DEBUG,connection_issue,2,True,"DEBUG 3733950 - o.apac.hc.clie.http.wire                                     : http-outgoing-0 >> """"Connection: keep-alive[\r][\n]""""",connection_issue,20284
4606,UNKNOWN,connection_issue,2,True,"2025-07-25T01:37:06.505234,""Message    : Connection to localhost:5432 refused. Check that the hostname and port are correct and that the postmaster is accepting TCP/IP connections.",connection_issue,4606
7636,UNKNOWN,connection_issue,2,True,httpClientBuilder.connectTimeout(Duration.ofMinutes(10));,connection_issue,7636
1695,UNKNOWN,connection_issue,2,True,"2025-07-25T00:04:30.337981,@sadaaithal I'd rather not wrap that one if we don't need to. It's interesting that it doesn't seem to cause the same issues.,unknown,github_issue,spring-projects/spring-boot,46401,Executable JAR application class encounters performance issues when used with Palo Alto Network Cortex XDR agent,https://github.com/spring-projects/spring-boot/issues/46401",connection_issue,1695
2565,DEBUG,connection_issue,2,True,2025-07-23T15:09:01.925+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5175e886,connection_issue,2565
7531,UNKNOWN,connection_issue,2,True,"2025-07-25T00:16:43.484678,""I will create PR in Spring Framework itself - sorry, I did not checked originator dependnecy and thought that it come from Boot."",unknown,github_issue,spring-projects/spring-boot,45789,Unable to customize RestTemplateBuilder with connectionTimeout when requestFactory used,https://github.com/spring-projects/spring-boot/issues/45789",connection_issue,7531
1795,UNKNOWN,connection_issue,2,True,"2025-07-25T00:05:14.696737,> won't have an opportunity to apply them. We can still look at other ways of,unknown,github_issue,spring-projects/spring-boot,46365,Make it possible to inject desired subclass of ActiveMQConnectionFactory into the configuration,https://github.com/spring-projects/spring-boot/issues/46365",connection_issue,1795
2578,DEBUG,connection_issue,2,True,2025-07-23T15:09:02.140+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Established new connection (5e63014a-1b2e-41ec-946a-aef813a33000),connection_issue,2578
